"Status [Canceled, In Design, On Hold, Paid, Paid(Override), Partially Paid, To be Paid, Void]",*Payment Header Number (Text - 30),Status Date (Date),Planned Date (Date),Planned Amount (Decimal),Planned Currency,Actual Amount (Decimal),Actual Currency,Actual Date (Date),Offset Number (Text - 30),Offset Amount (Decimal),Offset Date (Date),Allocation Share - Start with and separate by ^ (e.g. '^35^15^50') (Text),Vendor Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Vendor Location Number - Start with and separate by ^ (e.g. '^VND1^VND0492^VND9348') (Text),Allocation Description - Start with and separate by ^ (e.g. '^Ck A/C 6557607504^Monticello RSA-4^Summerville') (Text),"Allocation Type - Start with and separate by ^ (e.g. '^Payee Account^Payee Account^Payee Account') [Budget Account, Business Area, Cost Center, GL Account, Journal Account, Payee Account, Profit Center]","By Percent or Amount? [PCT, AMT]",Reference No (Text - 30),Remarks (Text - 4000),Check Number (Text - 30),Check Amount (Decimal),Check Date (Date),Partials Actual Amount,Partials Actual Date,Partials Check No,Partials Check Amount,Partials Check Date,Partials Check Reference No,Partials Remarks
Paid(Override),639903,,3/1/2016,3711.63,USD,3711.63,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),639903,,3/7/2012,1411.29,USD,1411.29,USD,3/13/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,"MGD 3/13/2012 CD= 3/7/2012 (doc445519,445500)",1500282008,1411.29,3/15/2012,,,,,,,,
Paid(Override),639903,,4/1/2012,1750,USD,1750,USD,3/20/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/03/22,1500314641,945142.71,3/23/2012,,,,,,,,
Paid(Override),639903,,4/1/2013,1863.75,USD,1863.75,USD,3/20/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500360344032213 2013/03/22 1034434.33 1863.75,1500360344,1034434.33,3/22/2013,,,,,,,,
Paid(Override),639903,,4/1/2014,1984.89,USD,1984.89,USD,3/20/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500373250,1123731.75,3/24/2014,,,,,,,,
Paid(Override),639903,,4/1/2015,3485.1,USD,3485.1,USD,3/19/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/03/20 P 2015/03/20 P 2015/03/20 P 2015/03/20 P 2015/03/20,,,,,,,,,,,
Paid(Override),639903,,4/1/2016,3711.63,USD,3711.63,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),639903,,5/1/2012,1750,USD,1750,USD,4/19/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/04/20,1500440446,1195104.48,4/23/2012,,,,,,,,
Paid(Override),639903,,5/1/2013,1863.75,USD,1863.75,USD,4/18/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500520200,1279164.46,4/23/2013,,,,,,,,
Paid(Override),639903,,5/1/2014,1984.89,USD,1984.89,USD,4/17/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/04/23 P 2014/04/23,1500522384,1085272.83,4/24/2014,,,,,,,,
Paid(Override),639903,,5/1/2015,3485.1,USD,3485.1,USD,4/21/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/04/22 PP 1500467434042315 2015/04/23 1514736.17 3485.10 P 2015/04/22,1500467434,1514736.17,4/23/2015,,,,,,,,
Paid(Override),639903,,5/1/2016,3711.63,USD,3711.63,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),639903,,6/1/2012,1750,USD,1750,USD,5/16/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/05/18,1500554466,1035783.91,5/21/2012,,,,,,,,
Paid(Override),639903,,6/1/2013,1863.75,USD,1863.75,USD,5/21/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/05/22 P 2013/05/22,1500680194,1134073.16,5/24/2013,,,,,,,,
Paid(Override),639903,,6/1/2014,1984.89,USD,1984.89,USD,5/20/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/05/21 P 2014/05/21,1500708243,1126731.7,5/22/2014,,,,,,,,
Paid(Override),639903,,6/1/2015,3485.1,USD,3485.1,USD,5/19/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500514719052115 2015/05/22 1566907.37 3485.10,1500514719,1566907.37,5/22/2015,,,,,,,,
Paid(Override),639903,,7/1/2012,1750,USD,1750,USD,6/20/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/06/21 P 2012/06/21,1500680268,952246.47,6/22/2012,,,,,,,,
Paid(Override),639903,,7/1/2013,1863.75,USD,1863.75,USD,6/20/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500868398062513 2013/06/25 1027967.05 1863.75,1500868398,1027967.05,6/25/2013,,,,,,,,
Paid(Override),639903,,7/1/2014,1984.89,USD,1984.89,USD,6/19/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500856290,963611.87,6/23/2014,,,,,,,,
Paid(Override),639903,,7/1/2015,3485.1,USD,3485.1,USD,6/18/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/06/19 PP 1500652280062215 2015/06/23 1403964.16 3485.10 P 2015/06/19,1500652280,1403964.16,6/23/2015,,,,,,,,
Paid(Override),639903,,8/1/2012,1750,USD,1750,USD,7/19/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500836560,990637.35,7/24/2012,,,,,,,,
Paid(Override),639903,,8/1/2013,1863.75,USD,1863.75,USD,7/19/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/07/22,1500978255,1097916.52,7/23/2013,,,,,,,,
Paid(Override),639903,,8/1/2014,1984.89,USD,1984.89,USD,7/17/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500954204,1434914.37,7/21/2014,,,,,,,,
Paid(Override),639903,,8/1/2015,3485.1,USD,3485.1,USD,7/21/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500824465072315 2015/07/24 1531200.01 3485.10,1500824465,1531200.01,7/24/2015,,,,,,,,
Paid(Override),639903,,9/1/2012,1750,USD,1750,USD,8/16/2012,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/08/21,1500978295,1017905.61,8/22/2012,,,,,,,,
Paid(Override),639903,,9/1/2013,1863.75,USD,1863.75,USD,8/21/2013,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/08/22,1501140384,1101203.39,8/23/2013,,,,,,,,
Paid(Override),639903,,9/1/2014,2542.81,USD,2542.81,USD,8/21/2014,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501150698,1384607.28,8/25/2014,^1984.89^557.92,^8/21/2014^12/16/2014,^1501150698^1500036552,^1384607.28^2763126.89,^8/25/2014^1/8/2015,^^,^^cf 12/16/14  2nd AMD: (doc 668540) Rent increase $1287.50/m effective 9/18/14  RetroActive Increase date changed from 01/01/2015 to 09/18/2014,
Paid(Override),639903,,9/1/2015,3485.1,USD,3485.1,USD,8/19/2015,,,,^100^100,^4000152962-2000005262^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500979785082115 2015/08/24 1464059.54 3485.10 PP 1500979785082115 2015/08/24 1464059.54 3485.10 PP 1500988895090115 2015/09/01 1464059.54 3485.10 PP 1500979785082115 2015/08/24 1464059.54 3485.10,1500988895,1464059.54,9/1/2015,,,,,,,,
Paid(Override),641415,,1/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,1/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,1/1/2012,1433.05,USD,1433.05,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,1/1/2013,1476.04,USD,1476.04,USD,12/19/2012,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2513250,4224404.32,12/21/2012,,,,,,,,
Paid(Override),641415,,1/1/2014,1520.33,USD,1520.33,USD,12/18/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/12/19,1501744273,4296425.28,12/20/2013,,,,,,,,
Paid(Override),641415,,1/1/2015,1565.94,USD,1565.94,USD,12/18/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/12/19,1501747445,4487898.03,12/24/2014,,,,,,,,
Paid(Override),641415,,1/1/2016,1612.91,USD,1612.91,USD,12/17/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/12/18 P 2015/12/18 PP 1501591857122215 2015/12/22 4642052.51 1612.91 P 2015/12/18,1501591857,4642052.51,12/22/2015,,,,,,,,
Paid(Override),641415,,10/1/2009,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,10/1/2010,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,10/1/2011,1433.05,USD,1433.05,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,10/1/2012,1476.04,USD,1476.04,USD,9/19/2012,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2442907,4204682.43,9/21/2012,,,,,,,,
Paid(Override),641415,,10/1/2013,1520.33,USD,1520.33,USD,9/19/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501306305,4284095.55,9/23/2013,,,,,,,,
Paid(Override),641415,,10/1/2014,1565.94,USD,1565.94,USD,9/18/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501300679,4474362.29,9/22/2014,,,,,,,,
Paid(Override),641415,,10/1/2015,1612.91,USD,1612.91,USD,9/17/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501117765,4665917.9,9/22/2015,,,,,,,,
Paid(Override),641415,,11/1/2009,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,11/1/2010,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,11/1/2011,1433.05,USD,1433.05,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,11/1/2012,1476.04,USD,1476.04,USD,10/17/2012,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/10/18,2464506,4165093.77,10/19/2012,,,,,,,,
Paid(Override),641415,,11/1/2013,1520.33,USD,1520.33,USD,10/23/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1501420298,4262412.33,10/25/2013,,,,,,,,
Paid(Override),641415,,11/1/2014,1565.94,USD,1565.94,USD,10/20/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/10/20,1501464903,4403895.97,10/27/2014,,,,,,,,
Paid(Override),641415,,11/1/2015,1612.91,USD,1612.91,USD,10/21/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1501268902102315 2015/10/23 4620177.55 1612.91,1501268902,4620177.55,10/23/2015,,,,,,,,
Paid(Override),641415,,12/1/2009,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,12/1/2010,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,12/1/2011,1433.05,USD,1433.05,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,12/1/2012,1476.04,USD,1476.04,USD,11/15/2012,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2489879,4201882.47,11/20/2012,,,,,,,,
Paid(Override),641415,,12/1/2013,1520.33,USD,1520.33,USD,11/20/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2013/11/21 P 2013/11/21,1501570213,4263948.89,11/22/2013,,,,,,,,
Paid(Override),641415,,12/1/2014,1565.94,USD,1565.94,USD,11/18/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/11/19 P 2014/11/19,1501593122,4446961.61,11/24/2014,,,,,,,,
Paid(Override),641415,,12/1/2015,1612.91,USD,1612.91,USD,11/17/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/11/18 PP 1501419165111915 2015/11/19 4619120.52 1612.91 P 2015/11/18,1501419165,4619120.52,11/19/2015,,,,,,,,
Paid(Override),641415,,2/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,2/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,2/1/2012,1433.05,USD,1433.05,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,2/1/2013,1476.04,USD,1476.04,USD,1/22/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2536025 2013/01/24 4180626.00 1476.04,2536025,4180626,1/24/2013,,,,,,,,
Paid(Override),641415,,2/1/2014,1520.33,USD,1520.33,USD,1/22/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500090817,4254296.87,1/24/2014,,,,,,,,
Paid(Override),641415,,2/1/2015,1565.94,USD,1565.94,USD,1/21/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500115568,4434941.89,1/23/2015,,,,,,,,
Paid(Override),641415,,2/1/2016,1612.91,USD,1612.91,USD,1/20/2016,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500110211,4582184.69,1/22/2016,,,,,,,,
Paid(Override),641415,,3/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,3/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,3/1/2012,1433.05,USD,1433.05,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,3/1/2013,1476.04,USD,1476.04,USD,2/19/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2557636,4164680.87,2/21/2013,,,,,,,,
Paid(Override),641415,,3/1/2014,1520.33,USD,1520.33,USD,2/20/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500266126022414 2014/02/24 4226359.84 1520.33 P 2014/02/21,1500266126,4226359.84,2/24/2014,,,,,,,,
Paid(Override),641415,,3/1/2015,1565.94,USD,1565.94,USD,2/19/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/02/20,1500229953,4464391.78,2/23/2015,,,,,,,,
Paid(Override),641415,,3/1/2016,1612.91,USD,1612.91,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),641415,,4/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,4/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,4/1/2012,1433.05,USD,1433.05,USD,3/20/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/03/22,1500342586,21318.73,3/23/2012,,,,,,,,
Paid(Override),641415,,4/1/2013,1476.04,USD,1476.04,USD,3/20/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 2579080 2013/03/22 4167894.71 1476.04,2579080,4167894.71,3/22/2013,,,,,,,,
Paid(Override),641415,,4/1/2014,1520.33,USD,1520.33,USD,3/20/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500397061,4209688.82,3/24/2014,,,,,,,,
Paid(Override),641415,,4/1/2015,1565.94,USD,1565.94,USD,3/19/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/03/20 P 2015/03/20 P 2015/03/20 P 2015/03/20 P 2015/03/20,,,,,,,,,,,
Paid(Override),641415,,4/1/2016,1612.91,USD,1612.91,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),641415,,5/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,5/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,5/1/2012,1433.05,USD,1433.05,USD,4/19/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/04/20,1500454290,21318.73,4/23/2012,,,,,,,,
Paid(Override),641415,,5/1/2013,1476.04,USD,1476.04,USD,4/18/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500532053,4194233.58,4/23/2013,,,,,,,,
Paid(Override),641415,,5/1/2014,1520.33,USD,1520.33,USD,4/17/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/04/23 P 2014/04/23,1500552162,4257653.94,4/24/2014,,,,,,,,
Paid(Override),641415,,5/1/2015,1565.94,USD,1565.94,USD,4/21/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2015/04/22 PP 1500470804042315 2015/04/23 4507575.03 1565.94 P 2015/04/22,1500470804,4507575.03,4/23/2015,,,,,,,,
Paid(Override),641415,,5/1/2016,1612.91,USD,1612.91,USD,5/12/2016,,,,^100,^66260010,,,^GL Account,^PCT,,Payment status changed from Open to Paid in transition from REM to Siterra,,,,,,,,,,,
Paid(Override),641415,,6/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,6/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,6/1/2012,1433.05,USD,1433.05,USD,5/16/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2012/05/18,1500570311,2448.69,5/21/2012,,,,,,,,
Paid(Override),641415,,6/1/2013,1476.04,USD,1476.04,USD,5/21/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500700027,4245604.16,5/24/2013,,,,,,,,
Paid(Override),641415,,6/1/2014,1520.33,USD,1520.33,USD,5/20/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,P 2014/05/21 P 2014/05/21,1500710019,4309047.12,5/22/2014,,,,,,,,
Paid(Override),641415,,6/1/2015,1565.94,USD,1565.94,USD,5/19/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500540098052115 2015/05/22 4533382.54 1565.94,1500540098,4533382.54,5/22/2015,,,,,,,,
Paid(Override),641415,,7/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,7/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,7/1/2012,1433.05,USD,1433.05,USD,6/20/2012,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2375288,4117522.7,6/22/2012,,,,,,,,
Paid(Override),641415,,7/1/2013,1476.04,USD,1476.04,USD,6/20/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500872257,4174195.71,6/25/2013,,,,,,,,
Paid(Override),641415,,7/1/2014,1520.33,USD,1520.33,USD,6/19/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500868097,4311081.68,6/23/2014,,,,,,,,
Paid(Override),641415,,7/1/2015,1565.94,USD,1565.94,USD,6/18/2015,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,PP 1500687733062215 2015/06/23 4597176.61 1565.94,1500687733,4597176.61,6/23/2015,,,,,,,,
Paid(Override),641415,,8/1/2010,1350.79,USD,1350.79,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,8/1/2011,1391.31,USD,1391.31,USD,3/6/2012,,,,^100^100,^4000099497-2000046976^66260010,,,^Payee Account^GL Account,^PCT^PCT,,LS 3/6/12 doc# 443060 - Site Lease CD = 10/1/09,1500272075,52703.5,3/8/2012,,,,,,,,
Paid(Override),641415,,8/1/2012,1433.05,USD,1433.05,USD,7/19/2012,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,2397441,4195724.11,7/24/2012,,,,,,,,
Paid(Override),641415,,8/1/2013,1476.04,USD,1476.04,USD,7/19/2013,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500998066,4708468.61,7/23/2013,,,,,,,,
Paid(Override),641415,,8/1/2014,1520.33,USD,1520.33,USD,7/17/2014,,,,^100^100,^4000266020-2000118970^66260010,,,^Payee Account^GL Account,^PCT^PCT,,,1500984080,4435640.66,7/21/2014,,,,,,,,
